prompt,response
"Given that soil color is 0.0, nitrogen is 60.0, phosphorus is 60.0, potassium is 55.0, ph is 6.0, rainfall is 500.0, temperature is 15.0, which crop should be planted?",15
"Given that soil color is 0.0, nitrogen is 65.0, phosphorus is 60.0, potassium is 55.0, ph is 6.0, rainfall is 500.0, temperature is 15.0, which crop should be planted?",15
"Given that soil color is 0.0, nitrogen is 70.0, phosphorus is 60.0, potassium is 55.0, ph is 6.0, rainfall is 500.0, temperature is 15.0, which crop should be planted?",15
"Given that soil color is 0.0, nitrogen is 75.0, phosphorus is 60.0, potassium is 55.0, ph is 6.0, rainfall is 500.0, temperature is 15.0, which crop should be planted?",15
"Given that soil color is 0.0, nitrogen is 80.0, phosphorus is 60.0, potassium is 55.0, ph is 6.0, rainfall is 500.0, temperature is 15.0, which crop should be planted?",15
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 60.0, potassium is 80.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 60.0, potassium is 80.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 60.0, potassium is 80.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 60.0, potassium is 80.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 60.0, potassium is 80.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 60.0, potassium is 80.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 60.0, potassium is 80.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 65.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 65.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 65.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 65.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 65.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 65.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 65.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 70.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 70.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 70.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 70.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 70.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 70.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 70.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 75.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 75.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 75.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 75.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 75.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 75.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 75.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 80.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 80.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 80.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 80.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 80.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 80.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 80.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 60.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 60.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 60.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 60.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 60.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 60.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 60.0, potassium is 85.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 65.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 65.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 65.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 65.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 65.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 65.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 65.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 70.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 70.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 70.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 70.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 70.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 70.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 70.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 75.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 75.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 75.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 75.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 75.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 75.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 75.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 80.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 80.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 80.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 80.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 80.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 80.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 80.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 60.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 60.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 60.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 60.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 60.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 60.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 60.0, potassium is 90.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 65.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 65.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 65.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 65.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 65.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 65.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 65.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 70.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 70.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 70.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 70.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 70.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 70.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 70.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 75.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 75.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 75.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 75.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 75.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 75.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 75.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 80.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 80.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 80.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 80.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 80.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 80.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 80.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 60.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 60.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 60.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 60.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 60.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 60.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 60.0, potassium is 95.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 65.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 65.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 65.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 65.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 65.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 65.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 65.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 70.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 70.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 70.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 70.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 70.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 70.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 70.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 75.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 75.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 75.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 75.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 75.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 75.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 75.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 80.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 80.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 80.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 80.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 80.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 80.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 80.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 60.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 60.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 60.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 60.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 60.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 60.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 60.0, potassium is 100.0, ph is 6.5, rainfall is 700.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 65.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 65.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 65.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 65.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 65.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 65.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 65.0, potassium is 80.0, ph is 7.0, rainfall is 800.0, temperature is 20.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 70.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 70.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 70.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 70.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 140.0, phosphorus is 70.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 145.0, phosphorus is 70.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 150.0, phosphorus is 70.0, potassium is 85.0, ph is 6.5, rainfall is 700.0, temperature is 25.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 120.0, phosphorus is 75.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 125.0, phosphorus is 75.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 130.0, phosphorus is 75.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
"Given that soil color is 6.0, nitrogen is 135.0, phosphorus is 75.0, potassium is 90.0, ph is 7.0, rainfall is 800.0, temperature is 30.0, which crop should be planted?",11
